date,year,name_station,value
2023-08-01,2023,Higienópolis - Mackenzie,27.48
2023-08-01,2023,República,104.12
2023-08-01,2023,Luz,137.99
2023-09-01,2023,Vila Sônia,46.95
2023-09-01,2023,São Paulo - Morumbi,24.18
2023-09-01,2023,Butantã,37.42
2023-09-01,2023,Pinheiros,107.76
2023-09-01,2023,Faria Lima,35.94
2023-09-01,2023,Fradique Coutinho,17.6
2023-09-01,2023,Oscar Freire,24.67
2023-09-01,2023,Paulista,107.59
2023-09-01,2023,Higienópolis - Mackenzie,27.81
2023-09-01,2023,República,104.64
2023-09-01,2023,Luz,137.87
2023-10-01,2023,Vila Sônia,46.05
2023-10-01,2023,São Paulo - Morumbi,22.56
2023-10-01,2023,Butantã,35.61
2023-10-01,2023,Pinheiros,100
2023-10-01,2023,Faria Lima,35.62
2023-10-01,2023,Fradique Coutinho,17.1
2023-10-01,2023,Oscar Freire,24.15
2023-10-01,2023,Paulista,102.64
2023-10-01,2023,Higienópolis - Mackenzie,26.25
2023-10-01,2023,República,99.44
2023-10-01,2023,Luz,134.84
2023-11-01,2023,Vila Sônia,47.79
2023-11-01,2023,São Paulo - Morumbi,25.2
2023-11-01,2023,Butantã,38.64
2023-11-01,2023,Pinheiros,106.14
2023-11-01,2023,Faria Lima,36.4
2023-11-01,2023,Fradique Coutinho,18
2023-11-01,2023,Oscar Freire,25.13
2023-11-01,2023,Paulista,107.16
2023-11-01,2023,Higienópolis - Mackenzie,26.93
2023-11-01,2023,República,104.21
2023-11-01,2023,Luz,141.85
2023-12-01,2023,Vila Sônia,45.18
2023-12-01,2023,São Paulo - Morumbi,22.45
2023-12-01,2023,Butantã,34.03
2023-12-01,2023,Pinheiros,97.68
2023-12-01,2023,Faria Lima,33.85
2023-12-01,2023,Fradique Coutinho,17.03
2023-12-01,2023,Oscar Freire,24.1
2023-12-01,2023,Paulista,97.11
2023-12-01,2023,Higienópolis - Mackenzie,18.63
2023-12-01,2023,República,98.48
2023-12-01,2023,Luz,131.34
2024-01-01,2024,Vila Sônia,39.67
2024-01-01,2024,São Paulo - Morumbi,19.18
2024-01-01,2024,Butantã,27.84
2024-01-01,2024,Pinheiros,90.73
2024-01-01,2024,Faria Lima,30.75
2024-01-01,2024,Fradique Coutinho,15.29
2024-01-01,2024,Oscar Freire,21.57
2024-01-01,2024,Paulista,88.51
2024-01-01,2024,Higienópolis - Mackenzie,15.93
2024-01-01,2024,República,90.07
2024-01-01,2024,Luz,119.43
2024-02-01,2024,Vila Sônia,44.95
2024-02-01,2024,São Paulo - Morumbi,22.84
2024-02-01,2024,Butantã,32.94
2024-02-01,2024,Pinheiros,99.08
2024-02-01,2024,Faria Lima,33.71
2024-02-01,2024,Fradique Coutinho,17.26
2024-02-01,2024,Oscar Freire,23.55
2024-02-01,2024,Paulista,102.41
2024-02-01,2024,Higienópolis - Mackenzie,25.12
2024-02-01,2024,República,97.6
2024-02-01,2024,Luz,131.69
2024-03-01,2024,Vila Sônia,48.85
2024-03-01,2024,São Paulo - Morumbi,24.03
2024-03-01,2024,Butantã,39.58
2024-03-01,2024,Pinheiros,107.46
2024-03-01,2024,Faria Lima,36.3
2024-03-01,2024,Fradique Coutinho,18.38
2024-03-01,2024,Oscar Freire,25.07
2024-03-01,2024,Paulista,112.22
2024-03-01,2024,Higienópolis - Mackenzie,29.53
2024-03-01,2024,República,104.39
2024-03-01,2024,Luz,140.08
2024-04-01,2024,Vila Sônia,49.15
2024-04-01,2024,São Paulo - Morumbi,24.98
2024-04-01,2024,Butantã,40.63
2024-04-01,2024,Pinheiros,106.88
2024-04-01,2024,Faria Lima,36.21
2024-04-01,2024,Fradique Coutinho,18.3
2024-04-01,2024,Oscar Freire,25.28
2024-04-01,2024,Paulista,112.33
2024-04-01,2024,Higienópolis - Mackenzie,29.5
2024-04-01,2024,República,103.18
2024-04-01,2024,Luz,142.86
2024-05-01,2024,Vila Sônia,48.1
2024-05-01,2024,São Paulo - Morumbi,25.2
2024-05-01,2024,Butantã,39.67
2024-05-01,2024,Pinheiros,104.5
2024-05-01,2024,Faria Lima,35.66
2024-05-01,2024,Fradique Coutinho,18
2024-05-01,2024,Oscar Freire,24.87
2024-05-01,2024,Paulista,109.53
2024-05-01,2024,Higienópolis - Mackenzie,27.89
2024-05-01,2024,República,101.93
2024-05-01,2024,Luz,141.03
2024-06-01,2024,Vila Sônia,48.04
2024-06-01,2024,São Paulo - Morumbi,24.22
2024-06-01,2024,Butantã,39.1
2024-06-01,2024,Pinheiros,105.89
2024-06-01,2024,Faria Lima,36.36
2024-06-01,2024,Fradique Coutinho,18.1
2024-06-01,2024,Oscar Freire,25.21
2024-06-01,2024,Paulista,107.45
2024-06-01,2024,Higienópolis - Mackenzie,21.97
2024-06-01,2024,República,102.03
2024-06-01,2024,Luz,142.52
2024-07-01,2024,Vila Sônia,44.09
2024-07-01,2024,São Paulo - Morumbi,23
2024-07-01,2024,Butantã,32.2
2024-07-01,2024,Pinheiros,99.07
2024-07-01,2024,Faria Lima,33.86
2024-07-01,2024,Fradique Coutinho,17.18
2024-07-01,2024,Oscar Freire,23.65
2024-07-01,2024,Paulista,97.31
2024-07-01,2024,Higienópolis - Mackenzie,18.17
2024-07-01,2024,República,95.61
2024-07-01,2024,Luz,135.47
